# r(kpc)                A2_0                    zh2                    phase2   A4_0                    zh4                    phase4   A6_0                     zh6                    phase6  
  1.9100000000000001    0.028749978822252168    0.9095000000000001     0.0      0.005419122947237501    0.8845000000000001     0.0      0.001701206403680498     0.9095000000000001     0.0     
  1.92                  0.028754238848799515    0.914                  0.0      0.005454437539153552    0.889                  0.0      0.0017199495266232293    0.914                  0.0     
  1.93                  0.02875775702776659     0.9185                 0.0      0.005489470327569266    0.8935                 0.0      0.0017386394656276694    0.9185                 0.0     
  1.94                  0.028760539337496754    0.923                  0.0      0.005524217622708624    0.898                  0.0      0.0017572724217272578    0.923                  0.0     
  1.95                  0.02876259171491397     0.9275                 0.0      0.005558675805016063    0.9025                 0.0      0.0017758446187426675    0.9275                 0.0     
  1.96                  0.028763920055976666    0.932                  0.0      0.005592841325154545    0.907                  0.0      0.001794352304460995     0.932                  0.0     
  1.97                  0.028764530216123168    0.9365                 0.0      0.005626710703987922    0.9115                 0.0      0.0018127917517931573    0.9365                 0.0     
  1.98                  0.028764428010708953    0.9410000000000001     0.0      0.005660280532547933    0.916                  0.0      0.0018311592599093004    0.9410000000000001     0.0     
  1.99                  0.02876361921543596     0.9455                 0.0      0.005693547471986144    0.9205                 0.0      0.001849451155352011     0.9455                 0.0     
  2.0                   0.02876210956677404     0.9500000000000001     0.0      0.005726508253511072    0.925                  0.0      0.0018676637931271372    0.9500000000000001     0.0     
  2.0100000000000002    0.02875990476237495     0.9545000000000001     0.0      0.0057591596783108405   0.9295000000000001     0.0      0.0018857935577720692    0.9545000000000001     0.0     
  2.02                  0.028757010461478775    0.9590000000000001     0.0      0.005791498617461574    0.934                  0.0      0.0019038368644012666    0.9590000000000001     0.0     
  2.0300000000000002    0.028753432285313258    0.9635000000000001     0.0      0.005823522011821882    0.9385000000000001     0.0      0.0019217901597289434    0.9635000000000001     0.0     
  2.04                  0.028749175817485945    0.9680000000000001     0.0      0.00585522687191364     0.9430000000000001     0.0      0.001939649923068732     0.9680000000000001     0.0     
  2.05                  0.028744246604369552    0.9725                 0.0      0.005886610277789418    0.9475                 0.0      0.0019574126673102443    0.9725                 0.0     
  2.06                  0.028738650155480504    0.9770000000000001     0.0      0.0059176693788867436   0.9520000000000001     0.0      0.0019750749398723855    0.9770000000000001     0.0     
  2.07                  0.028732391943850983    0.9815                 0.0      0.0059484013938695506   0.9565                 0.0      0.0019926333236333664    0.9815                 0.0     
  2.08                  0.028725477406394535    0.9860000000000001     0.0      0.0059788036104570135   0.9610000000000001     0.0      0.002010084437837309     0.9860000000000001     0.0     
  2.09                  0.028717911944265352    0.9905                 0.0      0.00600887338524005     0.9655                 0.0      0.002027424938977374     0.9905                 0.0     
  2.1                   0.02870970092321154     0.9950000000000001     0.0      0.0060386081434857745   0.9700000000000001     0.0      0.002044651521655385     0.9950000000000001     0.0     
  2.11                  0.028700849673922293    0.9995                 0.0      0.006068005378930128    0.9745                 0.0      0.0020617609194178645    0.9995                 0.0     
  2.12                  0.028691363492369282    1.004                  0.0      0.006097062653558932    0.9790000000000001     0.0      0.0020787499055684904    1.004                  0.0     
  2.13                  0.028681247640142377    1.0085                 0.0      0.006125777597377682    0.9835                 0.0      0.002095615293956924     1.0085                 0.0     
  2.14                  0.028670507344779682    1.0130000000000001     0.0      0.006154147908170242    0.9880000000000001     0.0      0.0021123539397440243    1.0130000000000001     0.0     
  2.15                  0.028659147800092176    1.0175                 0.0      0.0061821713512467185   0.9925                 0.0      0.0021289627401434247    1.0175                 0.0     
  2.16                  0.02864717416648304     1.022                  0.0      0.006209845759180824    0.9970000000000001     0.0      0.002145438635139514     1.022                  0.0     
  2.17                  0.02863459157126173     1.0265                 0.0      0.0062371690315368225   1.0015                 0.0      0.002161778608181828     1.0265                 0.0     
  2.18                  0.028621405108952936    1.0310000000000001     0.0      0.006264139134586457    1.006                  0.0      0.0021779796868558895    1.0310000000000001     0.0     
  2.19                  0.028607619841600634    1.0355                 0.0      0.006290754101015976    1.0105                 0.0      0.002194038943530553     1.0355                 0.0     
  2.2                   0.028593240799067193    1.04                   0.0      0.006317012029623565    1.0150000000000001     0.0      0.0022099534959819016    1.04                   0.0     
  2.21                  0.02857827297932774     1.0445                 0.0      0.006342911085007333    1.0195                 0.0      0.0022257205079937404    1.0445                 0.0     
  2.22                  0.028562721348759815    1.0490000000000002     0.0      0.006368449497244193    1.024                  0.0      0.002241337189934811     1.0490000000000002     0.0     
  2.23                  0.028546590842428575    1.0535                 0.0      0.0063936255615597345   1.0285                 0.0      0.0022568007993127577    1.0535                 0.0     
  2.24                  0.028529886364367377    1.0580000000000003     0.0      0.006418437637989405    1.0330000000000001     0.0      0.002272108641304965     1.0580000000000003     0.0     
  2.25                  0.02851261278785413     1.0625                 0.0      0.006442884151031195    1.0374999999999999     0.0      0.0022872580692663777    1.0625                 0.0     
  2.2600000000000002    0.02849477495568331     1.0670000000000002     0.0      0.00646696358929001     1.042                  0.0      0.002302246485214387     1.0670000000000002     0.0     
  2.27                  0.02847637768043377     1.0715000000000001     0.0      0.006490674505113965    1.0465                 0.0      0.0023170713402909083    1.0715000000000001     0.0     
  2.2800000000000002    0.02845742574473247     1.0760000000000003     0.0      0.006514015514222846    1.0510000000000002     0.0      0.002331730135201807     1.0760000000000003     0.0     
  2.29                  0.028437923901514266    1.0805                 0.0      0.006536985295328886    1.0554999999999999     0.0      0.0023462204206337535    1.0805                 0.0     
  2.3000000000000003    0.028417876874277628    1.0850000000000002     0.0      0.006559582589750089    1.06                   0.0      0.0023605397976486976    1.0850000000000002     0.0     
  2.31                  0.028397289357336642    1.0895000000000001     0.0      0.006581806201016345    1.0645                 0.0      0.0023746859180560883    1.0895000000000001     0.0     
  2.32                  0.028376166016069196    1.094                  0.0      0.006603654994468467    1.069                  0.0      0.0023886564847630026    1.094                  0.0     
  2.33                  0.028354511487161508    1.0985                 0.0      0.006625127896850394    1.0735                 0.0      0.0024024492521023386    1.0985                 0.0     
